"","Date","Station","Outflow","Inflow","Total","X","daily.data.summary","daily.data.icon","daily.data.precipIntensity","daily.data.precipProbability","daily.data.precipType","daily.data.temperatureHigh","daily.data.temperatureLow","daily.data.apparentTemperatureHigh","daily.data.apparentTemperatureLow","daily.data.humidity","daily.data.windSpeed","Wday","Wday_bin","Hday_bin","Month","Month_x","Month_y","Season","Precip_bin"
"65549","2011-12-19","31203",43,45,88,456,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,50.78,48.01,50.78,48.01,0.63,1.31,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"7","2010-09-20","31703",1,0,1,1,"Clear throughout the day.","clear-day",0,0,NA,77.73,51.51,77.73,51.51,0.54,2.25,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"54747","2011-10-05","31802",3,5,8,381,"Clear throughout the day.","clear-day",0,0,NA,73.63,48.53,73.63,48.53,0.72,1.41,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"36350","2011-05-30","31301",11,4,15,253,"Clear throughout the day.","clear-day",0,0,NA,94.47,73.14,99.54,74.13,0.69,0.63,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"43351","2011-07-18","31703",0,0,0,302,"Partly cloudy starting in the afternoon.","partly-cloudy-day",0,0,NA,92.17,76.77,97.39,77.92,0.67,0.84,"Monday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"11098","2010-12-06","31602",24,14,38,78,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,35.51,27.51,28.55,20.71,0.47,7.18,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"50625","2011-09-06","31609",5,11,16,352,"Rain starting in the afternoon, continuing until evening.","rain",0.0523,1,"rain",63.08,62.68,63.46,62.98,0.92,2.12,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"44694","2011-07-27","31214",111,117,228,311,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,90.22,71.06,90.22,71.65,0.5,1.12,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"6106","2010-11-01","31702",0,0,0,43,"Clear throughout the day.","clear-day",0,0,NA,52.71,34.13,52.71,34.13,0.58,1.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"11513","2010-12-08","31614",0,0,0,80,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,33.78,21.57,28.84,21.57,0.47,4.61,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"21530","2011-02-16","31620",41,44,85,150,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,57.93,42.88,57.93,42.88,0.43,2.61,"Wednesday",1,0,2,0.866025403784439,0.5,"Winter",0
"10156","2010-11-29","31611",9,9,18,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"48313","2011-08-21","31102",52,41,93,336,"Rain starting in the afternoon, continuing until evening.","rain",0.0094,0.76,"rain",87.83,71.64,95.44,71.9,0.8,0.88,"Sunday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"14772","2010-12-31","31505",2,3,5,103,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,50.85,34.22,50.85,34.22,0.64,0.37,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"36080","2011-05-28","31700",1,1,2,251,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,82.4,69.08,84.47,69.99,0.75,1.92,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",0
"62753","2011-11-29","31231",26,33,59,436,"Rain until afternoon.","rain",0.0147,1,"rain",64.15,39.37,64.22,39.37,0.88,2.32,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"546","2010-09-23","31233",0,0,0,4,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,90.28,70.32,92.69,71.38,0.68,0.44,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"32966","2011-05-06","31404",0,0,0,229,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",3e-04,0.37,"rain",71.74,50.4,71.74,50.4,0.59,1.49,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"62458","2011-11-27","31238",17,25,42,434,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,70.62,52.41,70.62,52.41,0.7,1.62,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"30860","2011-04-22","31502",1,1,2,215,"Light rain starting in the afternoon.","rain",0.0105,1,"rain",48.02,43.65,48.02,42.43,0.69,1.98,"Friday",1,1,4,0.866025403784439,-0.5,"Spring",1
"37492","2011-06-07","31601",11,15,26,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"13220","2010-12-20","31230",0,0,0,92,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,35.38,27.68,29.58,22.23,0.61,4.9,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"56809","2011-10-19","31102",25,15,40,395,"Rain in the morning and evening.","rain",0.024,1,"rain",67.21,54.07,68.05,54.07,0.9,1.03,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",1
"46794","2011-08-10","31116",0,0,0,325,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,89.31,67.89,89.31,67.89,0.54,1.74,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"40805","2011-06-30","31503",48,42,90,284,"Clear throughout the day.","clear-day",0,0,NA,84.68,64.11,84.68,64.11,0.53,1.16,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"29251","2011-04-11","31106",59,51,110,204,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,85.89,65.42,85.96,65.42,0.69,3.9,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"46842","2011-08-11","31004",5,9,14,326,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,84.88,65.15,84.88,65.15,0.52,0.95,"Thursday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"2698","2010-10-08","31238",0,0,0,19,"Clear throughout the day.","clear-day",0,0,NA,76.71,52.06,76.71,52.06,0.57,1.29,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"54629","2011-10-04","31503",41,54,95,380,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,67.31,52.95,67.31,52.95,0.79,1.67,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"11888","2010-12-11","31700",1,1,2,83,"Light rain overnight.","rain",0.0014,0.96,"rain",44.9,37.24,44.9,37.24,0.72,0.37,"Saturday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"32018","2011-04-30","31606",39,46,85,223,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,67.42,48.5,67.42,48.5,0.53,1.71,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",0
"60963","2011-11-17","31013",4,4,8,424,"Mostly cloudy until evening.","partly-cloudy-day",3e-04,0.56,"rain",46.72,31.99,46.34,31.99,0.6,3.45,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"47803","2011-08-17","31246",0,0,0,332,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,87.64,71.76,88.47,72.4,0.66,0.5,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"26613","2011-03-23","31621",0,0,0,185,"Rain starting in the evening.","rain",0.0101,1,"rain",50.83,40.7,50.83,40.7,0.82,2.22,"Wednesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"63421","2011-12-04","31216",16,20,36,441,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,55.17,41.42,55.17,41.42,0.78,0.79,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"19159","2011-01-31","31703",0,1,1,134,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,30.83,28.13,30.83,28.13,0.63,1.35,"Monday",1,0,1,0.5,0.866025403784439,"Winter",0
"32283","2011-05-02","31802",0,0,0,225,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,78.21,62.64,78.4,62.64,0.72,1.12,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"54393","2011-10-02","31304",17,8,25,378,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0076,1,"rain",50.21,44.92,50.21,44.92,0.85,2.07,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",1
"40780","2011-06-30","31108",48,50,98,284,"Clear throughout the day.","clear-day",0,0,NA,84.68,64.11,84.68,64.11,0.53,1.16,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"2515","2010-10-07","31613",9,7,16,18,"Partly cloudy in the morning.","partly-cloudy-day",1e-04,0.21,"rain",74.02,49.57,74.02,49.57,0.65,2.55,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"62900","2011-11-30","31230",46,60,106,437,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,48.69,36.67,46.72,32.22,0.66,2.99,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"42173","2011-07-09","31241",0,0,0,293,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,88.69,68.35,89.21,69.07,0.68,0.93,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"3465","2010-10-14","31603",11,5,16,25,"Rain until afternoon.","rain",0.0313,1,"rain",57.7,48.42,57.7,48.42,0.86,0.81,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"6458","2010-11-03","31019",0,0,0,45,"Light rain overnight.","rain",5e-04,0.77,"rain",54.99,49.13,54.99,49.13,0.77,0.87,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"38879","2011-06-16","31626",0,0,0,270,"Rain overnight.","rain",0.0026,0.7,"rain",78.68,64.28,79.04,64.81,0.75,1.6,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"7664","2010-11-12","31110",41,29,70,54,"Clear throughout the day.","clear-day",0,0,NA,63.95,35.41,63.95,35.41,0.47,0.86,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"34929","2011-05-20","31609",16,20,36,243,"Mostly cloudy throughout the day.","partly-cloudy-day",4e-04,0.48,"rain",71.06,56.67,71.06,56.67,0.76,0.99,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"1107","2010-09-27","31622",0,0,0,8,"Rain in the morning and afternoon.","rain",0.014,0.92,"rain",75.59,70.62,77.1,71.65,0.9,2.08,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"8835","2010-11-20","31013",3,1,4,62,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,63.97,39.32,63.97,39.32,0.62,0.93,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"39499","2011-06-21","31008",2,8,10,275,"Humid and partly cloudy throughout the day.","partly-cloudy-day",5e-04,0.6,"rain",86.59,72.24,93.08,73.41,0.79,0.87,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"58027","2011-10-27","31246",0,0,0,403,"Light rain in the morning and afternoon.","rain",0.0045,0.97,"rain",63.63,38.3,63.72,38.3,0.86,1.29,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"56372","2011-10-16","31211",9,7,16,392,"Clear throughout the day.","clear-day",0,0,NA,70.64,58.72,70.64,58.72,0.53,2.22,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"33818","2011-05-12","31019",0,0,0,235,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.85,60.92,75.85,60.92,0.7,1.35,"Thursday",1,0,5,0.5,-0.866025403784439,"Spring",0
"66606","2011-12-26","31220",10,8,18,463,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,48.22,34.57,46.61,34.57,0.54,3.14,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"15287","2011-01-04","31000",0,0,0,107,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,44.44,30.39,44.44,30.39,0.58,1.15,"Tuesday",1,0,1,0.5,0.866025403784439,"Winter",0
"9967","2010-11-28","31001",3,2,5,70,"Clear throughout the day.","clear-day",0,0,NA,47.73,28.27,47.73,28.27,0.56,0.91,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"64294","2011-12-10","31501",0,1,1,447,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,45.49,24.91,43.05,24.91,0.54,2.01,"Saturday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"66764","2011-12-27","31224",15,14,29,464,"Rain starting in the afternoon, continuing until evening.","rain",0.0217,1,"rain",51.67,41.75,51.67,39.51,0.81,1.37,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"46108","2011-08-06","31108",33,36,69,321,"Rain in the evening.","rain",0.0059,0.78,"rain",87.69,76.26,94.52,77.93,0.78,1.5,"Saturday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"2928","2010-10-10","31605",0,0,0,21,"Clear throughout the day.","clear-day",0,0,NA,77.34,59.11,77.34,59.11,0.63,0.49,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"25780","2011-03-18","31100",47,57,104,180,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,79.29,52.41,79.29,52.41,0.48,2.11,"Friday",1,0,3,1,6.12323399573677e-17,"Spring",0
"10087","2010-11-29","31703",0,0,0,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"33803","2011-05-12","31052",0,0,0,235,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.85,60.92,75.85,60.92,0.7,1.35,"Thursday",1,0,5,0.5,-0.866025403784439,"Spring",0
"41819","2011-07-07","31402",9,7,16,291,"Partly cloudy starting in the afternoon.","partly-cloudy-night",4e-04,0.05,"rain",93.15,73.17,96.31,74.32,0.68,0.45,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"28638","2011-04-06","31022",0,0,0,199,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,65.2,45.39,65.2,45.39,0.44,2.88,"Wednesday",1,0,4,0.866025403784439,-0.5,"Spring",0
"23837","2011-03-04","31223",19,15,34,166,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,48.94,41.58,47.46,40.55,0.58,2.74,"Friday",1,0,3,1,6.12323399573677e-17,"Winter",0
"18265","2011-01-24","31017",0,0,0,127,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,29.75,27.99,28.71,27.99,0.55,1.32,"Monday",1,0,1,0.5,0.866025403784439,"Winter",0
"51825","2011-09-14","31245",0,0,0,360,"Mostly cloudy starting in the evening.","partly-cloudy-night",3e-04,0.16,"rain",88.21,66.38,90.59,66.9,0.71,0.48,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"8506","2010-11-18","31602",26,18,44,60,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,56.03,37.83,56.03,37.83,0.6,2.22,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",0
"46578","2011-08-09","31218",85,88,173,324,"Partly cloudy until evening and humid throughout the day.","partly-cloudy-day",2e-04,0.16,"rain",91.4,72.11,95.47,72.58,0.69,0.82,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"42967","2011-07-15","31608",31,33,64,299,"Partly cloudy in the afternoon.","partly-cloudy-day",0,0,NA,81.17,62.39,81.52,62.51,0.64,0.82,"Friday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"26803","2011-03-25","31106",29,30,59,187,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,47.16,30.48,45.95,30.48,0.53,2.21,"Friday",1,0,3,1,6.12323399573677e-17,"Spring",0
"58196","2011-10-29","31200",18,26,44,405,"Rain until evening.","rain",0.0389,1,"rain",38.64,34.11,38.54,33.07,0.91,2.79,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",1
"26266","2011-03-21","31702",0,0,0,183,"Rain in the morning.","rain",0.0082,1,"rain",72.08,50.86,72.08,50.86,0.67,3.01,"Monday",1,0,3,1,6.12323399573677e-17,"Spring",1
"10385","2010-12-01","31201",30,55,85,73,"Rain until afternoon.","rain",0.0257,1,"rain",63.12,30.03,63.45,30.03,0.73,1.72,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"30771","2011-04-21","31622",31,33,64,214,"Clear throughout the day.","clear-day",0,0,NA,63.58,46.2,63.58,44.97,0.4,4.13,"Thursday",1,0,4,0.866025403784439,-0.5,"Spring",0
"13293","2010-12-21","31213",21,31,52,93,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,37.94,32.47,35.87,32.47,0.57,4.29,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"7745","2010-11-12","31231",0,0,0,54,"Clear throughout the day.","clear-day",0,0,NA,63.95,35.41,63.95,35.41,0.47,0.86,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"56504","2011-10-17","31300",21,24,45,393,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,70.38,52.16,70.38,52.16,0.59,0.75,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"37757","2011-06-09","31203",81,89,170,263,"Humid throughout the day and partly cloudy starting in the evening.","partly-cloudy-night",3e-04,0.26,"rain",97.77,72.28,102.79,73.15,0.61,1,"Thursday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"5567","2010-10-28","31236",16,16,32,39,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,77.08,48.9,77.08,47.16,0.63,1.92,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",0
"56549","2011-10-17","31617",16,15,31,393,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,70.38,52.16,70.38,52.16,0.59,0.75,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"67245","2011-12-30","31707",2,2,4,467,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,52.97,46.07,52.97,46.07,0.68,0.69,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"61401","2011-11-20","31302",16,15,31,427,"Mostly cloudy throughout the day.","partly-cloudy-day",5e-04,0.74,"rain",67.13,56.29,67.13,56.29,0.69,1.34,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",1
"21908","2011-02-19","31200",50,59,109,153,"Clear throughout the day.","clear-day",0,0,NA,54.22,31.3,54.22,27.65,0.22,9.63,"Saturday",1,0,2,0.866025403784439,0.5,"Winter",0
"31365","2011-04-25","31621",0,0,0,218,"Foggy in the morning.","fog",8e-04,0.66,"rain",87.11,68.3,87.11,68.58,0.69,1.44,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",1
"33950","2011-05-13","31016",7,8,15,236,"Overcast throughout the day.","cloudy",0,0,NA,64.68,60.05,64.69,60.08,0.85,1.28,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",0
"30763","2011-04-21","31227",48,54,102,214,"Clear throughout the day.","clear-day",0,0,NA,63.58,46.2,63.58,44.97,0.4,4.13,"Thursday",1,0,4,0.866025403784439,-0.5,"Spring",0
"45964","2011-08-05","31108",34,39,73,320,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,84.95,72.16,87.17,73.15,0.7,1.38,"Friday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"48068","2011-08-19","31230",68,76,144,334,"Partly cloudy throughout the day.","partly-cloudy-day",0.0056,0.6,"rain",86.09,65.45,90.13,66.09,0.79,0.15,"Friday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"64223","2011-12-09","31626",0,0,0,446,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,51.23,35.73,51.23,35.73,0.74,0.88,"Friday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"38098","2011-06-11","31112",24,21,45,265,"Partly cloudy throughout the day.","partly-cloudy-day",1e-04,0.29,"rain",88.41,70.23,93.2,71.21,0.71,0.4,"Saturday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"39773","2011-06-23","31203",102,103,205,277,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,83.96,72.19,89.43,73.3,0.74,1.62,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"14082","2010-12-26","31233",0,0,0,98,"Foggy in the afternoon.","fog",1e-04,0.11,"snow",30.26,26.29,26.3,17.37,0.72,4.73,"Sunday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"28374","2011-04-05","31111",21,29,50,198,"Rain until afternoon.","rain",0.0133,1,"rain",59.71,35.09,59.71,35.09,0.64,4.04,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"17500","2011-01-19","31611",5,15,20,122,"Foggy in the morning.","fog",0.0026,0.57,"rain",49.83,32.37,47.71,32.37,0.78,2.33,"Wednesday",1,0,1,0.5,0.866025403784439,"Winter",1
"29378","2011-04-12","31209",6,17,23,205,"Rain in the morning.","rain",0.0093,0.99,"rain",66.21,49.58,66.21,49.58,0.71,2.95,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"40625","2011-06-29","31201",130,142,272,283,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,86.9,63.83,86.9,63.83,0.57,2.34,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"16404","2011-01-11","31244",0,0,0,114,"Foggy starting in the evening.","fog",0.001,0.35,"snow",32.55,25.64,32.55,25.64,0.7,0.4,"Tuesday",1,0,1,0.5,0.866025403784439,"Winter",1
"22085","2011-02-20","31503",20,28,48,154,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",1e-04,0.21,"rain",48.35,40.83,48.35,40.83,0.43,2.61,"Sunday",1,0,2,0.866025403784439,0.5,"Winter",1
"21106","2011-02-13","31112",9,9,18,147,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,53.76,47.11,53.76,45,0.45,2.74,"Sunday",1,0,2,0.866025403784439,0.5,"Winter",0
"30553","2011-04-20","31212",69,63,132,213,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,85.92,52.36,85.92,52.36,0.59,1.99,"Wednesday",1,0,4,0.866025403784439,-0.5,"Spring",0
"46778","2011-08-10","31019",0,0,0,325,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,89.31,67.89,89.31,67.89,0.54,1.74,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"36423","2011-05-30","31115",0,0,0,253,"Clear throughout the day.","clear-day",0,0,NA,94.47,73.14,99.54,74.13,0.69,0.63,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"7364","2010-11-10","31200",78,93,171,52,"Clear throughout the day.","clear-day",0,0,NA,62.47,40.88,62.47,40.88,0.68,2.04,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"12772","2010-12-17","31266",0,3,3,89,"Mostly cloudy until afternoon.","partly-cloudy-day",0.0012,0.43,"snow",36.48,23.84,33.71,23.84,0.66,1.6,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"19665","2011-02-03","31609",7,8,15,137,"Clear throughout the day.","clear-day",0,0,NA,34.55,24.83,33.72,24.83,0.5,4.22,"Thursday",1,0,2,0.866025403784439,0.5,"Winter",0
"33354","2011-05-09","31805",0,2,2,232,"Partly cloudy in the afternoon.","partly-cloudy-day",0,0,NA,73.2,50.49,73.2,50.49,0.58,1.47,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"22571","2011-02-23","31052",0,6,6,157,"Partly cloudy in the morning.","partly-cloudy-night",0.0015,0.41,"snow",45.02,28.5,45.02,28.5,0.48,0.27,"Wednesday",1,0,2,0.866025403784439,0.5,"Winter",1
"21147","2011-02-13","31113",0,0,0,147,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,53.76,47.11,53.76,45,0.45,2.74,"Sunday",1,0,2,0.866025403784439,0.5,"Winter",0
"43052","2011-07-15","31307",0,0,0,299,"Partly cloudy in the afternoon.","partly-cloudy-day",0,0,NA,81.17,62.39,81.52,62.51,0.64,0.82,"Friday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"46215","2011-08-06","31115",0,0,0,321,"Rain in the evening.","rain",0.0059,0.78,"rain",87.69,76.26,94.52,77.93,0.78,1.5,"Saturday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"27434","2011-03-29","31620",42,58,100,191,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,51.28,38.7,51.28,38.7,0.33,2.26,"Tuesday",1,0,3,1,6.12323399573677e-17,"Spring",0
"11640","2010-12-09","31261",0,0,0,81,"Partly cloudy in the afternoon.","partly-cloudy-day",0,0,NA,35.04,23.61,34.37,23.61,0.56,1.71,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"57534","2011-10-24","31220",39,41,80,400,"Partly cloudy throughout the day.","partly-cloudy-day",8e-04,0.61,"rain",66.61,46.86,66.61,46.86,0.8,0.45,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",1
"11664","2010-12-09","31806",0,0,0,81,"Partly cloudy in the afternoon.","partly-cloudy-day",0,0,NA,35.04,23.61,34.37,23.61,0.56,1.71,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",0
